id,fullname,address,phone_number,email,workplace,birthdate,registration_date,gender,income,expenses,credit,deposit
611,Petukhova Sofia Timurovna,"Art. Krasnoselkup Str. TBN, d. 92 p. 5, 479,264",8 832 810 8533,kuznetsovparfen@hotmail.com,"COFO Uchalu, pr. Ogorodny, d. 212 p. 5, 311198",31802,41054,F,223057,99142,1,1
612,Simon Akulina Filip,"a. Bologoe blvd. Spring-water, d. 1/9, 141 671",83283208266,evdokija_21@mail.ru,"from. Fatezh, ALL. Linear, d. 9 pp. 2/4, 767,838",25725,41328,F,,67690,,1
613,Lazarev Zoya,"from. Vilyuisk, pr. Ulyanovsky, d. 9, 094 801",+71971756084,bogdanovsavvati@rambler.ru,"d. Wasp, w. Gogol, d. 147 to. 4/4 129499",30238,41099,F,251310,78083,1,
614,Kira A. Popov,"COFO Onega, bul. Ryazan, d. 582, 370036",8 951 782 9973,kim_2001@yahoo.com,"d. Sorochinsk, pr. Schorsa, d. 9, 458 760",22833,42547,F,107109,76091,1,
615,Raisa Panova L.,"d. Anadyr Street. Suburban, d. 34, 183330",8 118 000 00 81,komarovlukjan@hotmail.com,"g. Taganrog, ALL. Hothouse, d. 350 to. 119, 655 586",27180,42160,F,296916,98766,1,
616,Bogdanov Zinaida,"Mr. Psebay, nab. Pozharsky, d. 2/2, 574 892",+7 975 360 6593,okalinina@mail.ru,"from. Kargopol, w. Civil, d. 172 p. 3, 809,127",25232,42827,F,,77206,,1
617,Evgeniya Uvarova Naumovna,"n. Oktyabrskoe (Hunt.), br. Ivanova, d. 18 to. 57, 635 182",8 (415) 495-26-55,frolovaverki@mail.ru,"d. Kalachinsk Str. Lilac, d. 79, 032 567",30583,42924,F,,93095,,1
618,Julius Gurevich Lavrentiev,"d. Bavly ul. Koshevogo, d. 36 k. 2/4, 944,451",+7 (704) 731-2271,melnikovnikifor@gmail.com,"COFO Ishim lane. Port, d. 8/6 p. 27, 749 629",28852,43179,M,,82395,,1
619,Kupriyan Ignatovich Ustinov,"Karachaevsk blvd. Sports, d. 4, pp. 765, 620 957",+7 161 654 79 98,fdementev@mail.ru,"COFO Lipetsk, nab. Vatutin, d. 3/4 pp. 270, 741 275",29913,43639,M,121510,108730,1,
620,Matveev Eduard Yulevich,"Art. Ivdel, bul. Krasnoyarsk, d. 2/1 p. 4/2, 705 143",8 634 937 5722,karldenisov@hotmail.com,"n. Sochi, w. Post, d. 39, 835 455",32194,41909,M,,99916,,
621,Maya Naumova Zhdanovna,"Snezhinsk, ul. Roadside, d. 20, pp. 21, 542 855",8 363 258 53 34,kovalevgorde@hotmail.com,"d. Zavyalikha Str. Port, d. 61 pp. 9, 321 178",22502,43006,F,,77396,,
622,Veronica Efimova Eduardovna,"n. Taldom, trans. Port, d. 2/3 p. 635, 183330",8 (581) 477-3961,bogdan_1978@hotmail.com,"Art. Barnaul, w. Minsk, d. 8 to. 129, 742 215",23048,42127,F,280031,74017,1,1
623,Miron Gertrudovich Sobolev,"Mytischi, ALL. Adolescence, e. 6/4 p. 9, 077 963",8 980 432 7079,lshestakova@yandex.ru,"a. Mine Street. Dzerzhinsky, d. 27, k. 859, 879 030",35181,42141,M,269413,100803,1,1
624,Samsonov Philemon A.,"from. Yuzhnouralsk, bul. Lyavonau, d. 98 to. 13, 425 869",+7 (239) 035-5166,raisa_31@yandex.ru,"Magadan, ul. Tukaya, d. 4, 687,418",34827,41208,M,209136,87691,1,1
625,Marina Egorova G.,"from. Yelnya, trans. Energy, d. 4, p. 366, 116552",8 914 412 75 88,btihonova@hotmail.com,"a. Smolensk lane. Tchkalov, d. 8, 620 251",34475,42404,F,154035,74373,1,1
626,Vladislav Lobanov Ermilovich,"k. Severobaykalsk pr. Theatrical, d. 481, 179690",89925571504,zhanna54@mail.ru,"COFO Sorochinsk, w. Don, d. 825 to. 4/9 227754",23441,42548,M,,89802,,1
627,Yemelyanov Evdokia Valerievna,"a. Ust-Ishim, bul. Azine, d. 3/5, 159 593",+7 966 238 3435,ksergeeva@rambler.ru,"a. Solnechnogorsk, ALL. Substations, d. 2 759 091",37299,41968,F,,61834,,
628,Fevronija Rubenovna Bobyleva,"COFO Khuzhir, bul. Union, d. 4/4 in. 7/6, 257711",+7 (041) 953-54-18,xnosov@yahoo.com,"d. Kartaly lane. Geologists, d. 5/2, pp. 913, 416 930",36645,41548,F,284327,80486,1,
629,Baranova Ulyana Semenovna,"d. Tchebarkul, pr. West, d. 37 p. 7, 326,289",+7 243 880 04 71,imjasnikov@hotmail.com,"of Plesetsk, trans. Marx, d. 84 p. 509, 001002",27581,41035,F,219996,89335,1,1
630,Milica Antonovna Kalinin,"Art. Ketchenery, w. Minsk, d. 5 pp. 3/5, 813,916",+7 (010) 025-46-45,fkonovalov@yahoo.com,"a. Naberezhnye Chelny, w. Land reclamation, d. 3/7 p. 90, 219861",24130,41708,F,,92021,,
631,Kharitonov Adam Feoktistovich,"Nogliki, ALL. People, d. 224, 031 641",81768583438,svjatopolk_71@hotmail.com,"n. Suntar Str. Construction, d. 2 064 461",31765,42428,M,235948,72430,1,
632,Lyudmila G. Pavlov,"d. kirovsk (Lenin.), Acad. Rowan, d. 6 k. 853, 577 570",+7 (850) 559-81-61,zshcherbakov@mail.ru,"Art. Ramenskoye, w. Kosmodemyanskoy, d. 7, 474,628",34026,42965,F,,75941,,1
633,Noskov Olympics Romanova,"from. Holmogory, pr. Nikitin, d. 97 p. 835, 481060",8 (006) 504-43-94,feoktistjudin@mail.ru,"Art. Rostov-on-Don, Embankment. Vladimir, d. 468 to. 5/2, 313 712",33212,42623,F,139287,85259,1,
634,Isot Feofanovich Kulagin,"n. Turuhansk Str. Azovskaya, d. 8, 637 676",+7 (263) 458-4981,komarovasinklitikija@mail.ru,"from. Smolensk, ALL. Krylov, d. 80 to. 31, 580 082",35350,43793,M,196554,85230,1,
635,Gerasim V. Ponomarev,"n. Ozery ALL. East, d. 6, 954,575",+7 685 886 8959,osip_73@yahoo.com,"COFO Kataysk blvd. Poplar, d. 610, 602805",24061,43722,M,,102616,,
636,Krylov Moses Efremovich,"d. Nevelsk, w. Chapayeva, d. 4 k. 4/1 657565",+7 (772) 833-67-75,molchanovprokl@gmail.com,"from. Ulyanovsk, ALL. Flower, d. 68 495 881",25607,41070,M,,74547,,1
637,Denisov Zinaida Vladislavovna,"a. Olenek, ALL. Cossack, d. 5 to. 68, 887 479",+7 709 230 65 18,radislav_1990@yandex.ru,"Art. Kimry, w. Sennoe, d. 2/8 in. 1/4, 733 292",23541,42624,F,,73075,,
638,Evdokia Oskarovna Vasilyeva,"a. Vyborg, ALL. Shock, d. 7 to. 272, 175 352",8 (589) 002-49-02,mamontovalukija@hotmail.com,"from. Usinsk, trans. Nagorny, d. 4/2 in. 90 268 019",25552,42666,F,273733,92724,1,
639,V. Yakovlev Lukiya,"Art. Solikamsk, nab. Edible, d. 56 to. 65, 083 722",8 253 024 5547,erofe_1982@mail.ru,"d. Tymovskoye, pr. cedar, d. 3/5, 885,183",37007,40998,F,136121,87776,1,
640,Irina Sidorova Timurovna,"COFO Tynda, bul. Floatable, d. 1 k. 27, 551 031",8 561 602 03 81,njudina@mail.ru,"COFO Jurowski, w. Kirova. 314 to. 4, 540,986",26516,42615,F,,81639,,1
641,Alexandrov Agatha Igorevna,"COFO Birobidzhan, trans. Tolstoy, d. 78 in. 2/1 185136",8 (777) 914-7473,titsuhanov@rambler.ru,"from. Krasnoyarsk, trans. Field, d. 2/5 p. 13, 338060",23523,42464,F,,71434,,1
642,Yakov Ryabov Ignatovich,"d. Chatou, nab. Sholokhov, d. 7/2 in. 381 773 906",+7 005 848 3926,viktorefimov@rambler.ru,"from. Pavlovsky Posad, trans. Krasnodar, d. 252 to. 8/4, 653 210",36125,43231,M,166691,96079,1,
643,Dementiy Chernov Bronislavovich,"n. Uraj, pr. Thalmann, d. 6 pp. 6/2 874852",+7 (737) 388-63-42,sofron44@yahoo.com,"n. Arsenyev, w. DEN, e. 1/1 360230",23478,41146,M,,64414,,
644,Casimir Bogdanovich Nosov,"COFO Nefedova Str. Aviation, d. 34 k. 8/2 218036",85791697218,zahar_2013@yahoo.com,"d. Kamensk-Uralsky, nab. Mechanical, d. 48 p. 8/4, 973 679",27541,41888,M,119634,95911,1,
645,Martha Kuzminichna Krasil'nikova,"Vladikavkaz, ul. Tomsk, d. 94 p. 88, 307563",8 282 911 87 78,ipati19@yandex.ru,"Art. Berezniki, nab. Gully, d. 59, 793 769",31484,42310,F,,69809,,1
646,Matveev Frol Dem'yanovich,"d. Toksovo Str. Griboedova. 87, 850 173",8 (675) 358-9845,milovan_1979@hotmail.com,"d. Noginsk (Mosk.) ALL. 60 years of the USSR, d. 8, pp. 13, 962 028",32719,41680,M,225492,71618,1,
647,Ekaterina Ignatieff Oskarovna,"from. Kanev, trans. Nakhimova d. 1/4 p. 8, 047 417",+76104344274,ermakovaglafira@mail.ru,"Lesnoy (Sverd.), trans. Bird cherry, d. 8/4, 450 190",36169,41669,F,,74801,,1
648,G. Mukhin Ladimir,"Yuzhno-Kurilsk, trans. West, d. 6/6 p. 5/8, 789 250",+7 331 810 9586,seliverst27@yahoo.com,"from. Zavyalikha, ALL. October, d. 8/5, 835 098",33427,42275,M,,73529,,
649,Konstantin Stepanov Dem'yanovich,"n. Belomorsk, ALL. Proletarshaya, d. 8, 503 119",8 (332) 732-5670,ribakovmakar@yandex.ru,"COFO Olenek Str. Odessa, d. 309 p. 2/6, 215 337",23237,41163,M,271462,58718,1,1
650,Shestakova Lyudmila Afanasyevna,"d. Shatura, ALL. Griboedova. 87 pp. 9, 860 649",+76888765643,varlaam_28@yandex.ru,"d. Vsevolozhsk, trans. Average, d. 44 in. 2/2 443027",24713,43147,F,,92639,,
651,Seliverstov Ambrose Davidovich,"from. Kyshtym, ALL. Chapayeva, d. 1 k. 58, 225386",+7 413 344 34 66,parfen2008@yahoo.com,"d. Samara, ul. Martha 8, d. To 6. 7, 089,861",30159,42456,M,,103310,,
652,Kovalev Philemon Aksonovich,"a. Kataysk, w. Superior, d. 301 to. 6, 480,114",+7 (550) 507-2462,matveevnikola@rambler.ru,"a. Salsk, nab. Trinity, d. To 8/8. 57 470 699",27486,43324,M,221972,90660,1,
653,Eugene Sysoev Makarovna,"Art. Vladivostok, ul. Anniversary, d. 61, 460 986",8 220 171 91 27,sofon_73@rambler.ru,"n. Toksovo, bul. Green, d. 146 pp. 73, 711 788",24609,40993,F,,65904,,1
654,Mr. Dement'ev Kir Fadeevich,"a. Tolyatti, w. 60 years of the USSR, d. 3/1, 442 660",+7 (785) 917-9149,baranovapelageja@mail.ru,"Mr. Kulunda, nab. Suburban, d. 3, 299168",36787,41665,M,186876,80032,1,
655,Izyaslav A. Yakushev,"from. Magadan, trans. Rostov, d. 282, 096 641",+7 (776) 484-8243,mnikiforova@hotmail.com,"Art. Asha, trans. Station, d. 589 to. 9/1 695016",30300,42113,M,,111214,,1
656,Eugraph Gordeevich Shashkoff,"Art. Bronnitsy, nab. Teacher, d. To 7/5. 250, 554 871",+7 777 552 97 95,bsidorova@yandex.ru,"a. Nizhny Tagil, ALL. Azure, d. 6/9, 963 132",33062,43647,M,178191,89954,1,
657,Kudryashov Lyudmila Efimovna,"a. Kaluga, trans. Seaside, d. 15, pp. 677, 935 961",+7 (477) 835-8327,tihon59@hotmail.com,"from. Stary Oskol, etc.. Spartacus, d. 4, pp. 126, 750 828",27259,43314,F,,96960,,
658,Kseniya Osipova Pavlovna,"COFO Andreapol blvd. Slavic, d. 7/3, 138023",8 440 515 8413,poljakovfedor@yahoo.com,"d. Sergiev Posad, pr. Tsetkin Clara, d. 91 k. 6/5, 639,375",24383,41629,F,167793,93791,1,1
659,Agatha Danilovna Maslov,"n. Voronezh, bul. Snow, d. 399 p. 8/2, 917 450",+7 682 593 10 42,aleksandra_64@hotmail.com,"Ryazan, w. Vatutin, d. 4/6 in. 894 130 731",32342,42928,F,,83198,,
660,Raisa Rusakova,"COFO Okhotsk, bul. Kolkhoz, d. 577, 206967",+7 (503) 674-7926,bolshakovanonna@yahoo.com,"n. Priosersk Str. Rosa Luxemburg, d. 48, 643 441",27473,43362,F,,87782,,
661,Ishmael Danilovich Chernov,"a. Poyarkovo, trans. Bulk, d. 7/8, 673 248",+7 868 144 9989,zoja_69@gmail.com,"Art. Balaam, w. Aspic, d. 1 062 543",23890,43177,M,199751,76893,1,
662,Koshelev Leo Fokich,"from. Operate, pr. Labor, d. 4/3 p. 7, 859,131",8 (175) 402-60-25,natan_1985@hotmail.com,"n. Usman, pr. Siberian, d. 9/3, 554,569",29270,42452,M,,102330,,
663,Claudia Simon Boleslavovna,"a. Taishet, w. Komarova, d. 94, 833 783",8 (320) 113-07-13,martjan1972@gmail.com,"a. Severouralsk, nab. Sand, d. 5/1 052331",35864,43521,F,,66358,,
664,Alevtina Kuznetsova Vladislavovna,"n. Tompa, ALL. Shady, d. 489 to. 47 729 324",+72106551959,nikodim_08@yahoo.com,"Art. Bodaibo, ALL. Puteyskaya, d. 3 to. 89, 234690",33282,42886,F,239508,73184,1,1
665,Groin T. Zakharov,"Art. Bottom, bul. Work, d. 7, p. 100, 131957",+7 374 191 7450,vasilisa2010@rambler.ru,"a. Shamar, bul. Pasture, d. 8, 076 551",37357,42927,M,207601,69503,1,1
666,Guryev Proclus Matveevich,"d. Obninsk, pr. Steppe, d. 5 pp. 30, 155 431",8 852 581 42 59,lukija_64@yandex.ru,"n. Kalachinsk, w. Bridge, d. 148 pp. 559, 263 028",30533,43345,M,,79749,,
667,Bobylev Lyubosmysl Vilorovich,"from. Valdai, bul. Club, d. 91 in. 5/9, 329 677",84205609575,mechislav_1983@yandex.ru,"from. Kabansk, ALL. Frunze, d. 7 k. 2 752 438",28581,43572,M,,64147,,1
668,Selivan Zhanovich Doronin,"Mr. Whalen Street. Sovkhoznaya, d. 7/2 in. 987 903 693",+74208929625,varfolome_33@rambler.ru,"n. Gelendzhik, w. Steppe, d. 9/9 in. 6/3, 752 791",26508,41252,M,164563,72018,1,1
669,Victoria V. Panova,"Yeniseisk, trans. Sakhalinsky, d. 1/8 p. 1, 724,696",+79204854003,azarigalkin@yahoo.com,"d. Smolensk, w. Port, d. 5 k. 5/4 876197",28734,42676,F,291262,104722,1,
670,Sofia Oskarovna Emelyanova,"d. Ryazan, w. Settlement, d. 3, 453,267",+71776378451,julija2000@rambler.ru,"Rubtsovsk Str. Lazo, d. 97 k. 5/6 160361",24793,43158,F,183399,86751,1,1
671,Tsvetkova Tatiana Pavlovna,"Art. Kolomna, etc.. Kochubey, d. 88, 768 784",8 (293) 846-70-73,haritonchernov@gmail.com,"n. Ishim Street. Voykova, d. 2 p. 68, 210200",25163,42625,F,107049,90384,1,1
672,Victoria Fomina Kuzminichna,"Chebarkul, ul. Fizkulturnaya, d. 39 to. 3 946 109",8 (245) 255-95-00,olimpinikonov@rambler.ru,"d. Shelagontsy blvd. Borovoj, d. 9/7, pp. 2, 315695",30283,43676,F,229038,104548,1,
673,Ms Shubina Emilia F.,"Art. Kaliningrad, trans. Bulk, d. 303, 111 728",8 (754) 426-8771,moise_1972@yandex.ru,"a. Severouralsk, bul. Krasnogvardejskiy, d. 8 pp. 54, 888 439",36848,43075,F,,70742,,1
674,Semenova Anna A.,"COFO Novy Oskol, etc.. Odessa, d. 370 p. 3/6, 720 019",+70975262223,birjukovtihon@rambler.ru,"n. Istra, ALL. Red Army, d. 9/6, 077 033",29160,41050,F,157699,56103,1,1
675,Titus V. Sergeev,"n. Kizhi, nab. Working, d. 63, 140206",+7 427 118 43 22,kornil1973@yahoo.com,"d. Volokolamsk, trans. District, d. 46 pp. 481, 157 042",27315,42409,M,,92985,,
676,Eupraxia Svyatoslavovna Filatova,"n. Alapaevsk, pr. Spa, d. 76 p. 6/7 686371",8 419 363 53 73,zikovvjacheslav@yahoo.com,"COFO Ash Street. Lilac, d. 71 to. 1 345 341",33203,41843,F,,77364,,
677,Sylvester Trofimovich Mamontov,"Petuhovo, nab. Maple, d. 7, p. 6, 812,331",+73004177560,lebedevapraskovja@gmail.com,"Birobidzhan, trans. Minsk, d. 964 to. 6/3, 688 800",25965,42231,M,,69035,,
678,Roman Kulakov Efstafevich,"d. Chermoz, trans. Bolshevik, d. 634, 233 188",8 (716) 573-62-00,luka_1977@mail.ru,"COFO Izberbash, pr. Seaside, d. 4 k. 3/4 496991",24057,43318,M,149579,88743,1,1
679,Sinklitikiya A. Yemelyanov,"a. Pushkin Str. Sedova, d. 6/3 p. 9, 757 269",+7 935 640 50 01,bazhen1971@yahoo.com,"COFO Kolpashevo, nab. Lazo, d. 99 p. 91, 168722",29330,41349,F,194233,66404,1,
680,Taisiya Zakharovna Popova,"from. Kimry, pr. Bridged, d. To 6. 16, 249 064",+7 (379) 051-5610,martinovevdokim@yandex.ru,"Art. Makushino blvd. Allied, d. 82, 314 854",32420,43427,F,,83291,,
681,Kryukov Olga A.,"Art. Uglegorsk, ul. Krasnopartizanskaya, d. To 9/6. 5, 518034",+7 (768) 154-05-64,jlihachev@hotmail.com,"Mr. Krasnoural'sk, w. Kalinina, d. 7/6, 815 849",35367,43589,F,144046,96136,1,1
682,Elisha Zhoresovich Davydov,"d. Mostovskoy, pr. Industrial, d. 71 pp. 566, 293 822",8 (411) 412-04-85,martjan33@gmail.com,"COFO Cherkessk, w. Kiev, d. 9 pp. 4/5, 358797",29475,41134,M,,106784,,
683,Seliverstov Ustin Efimevich,"n. Syzran Street. Pleasing, d. 7/5, pp. 491, 283 963",8 780 104 55 64,jaropolk_58@mail.ru,"n. Gubkin, pr. Rowan, d. 385 to. 5, 879,216",22781,42959,M,,69990,,
684,Antonov Guri Terent'evich,"n. Chegem, trans. Revolution, d. 127, 323918",8 (094) 959-44-21,komarovemil@hotmail.com,"a. Yurovsky, nab. Kharkov, d. 2/3 894332",36402,42640,M,,69317,,1
685,Onufry I. Vorontsov,"from. Galitch, pr. Foundry, d. 59 to. 656, 277 352",8 (770) 262-3719,bloginov@hotmail.com,"a. Rebriha, ALL. Ostrowski, d. 771 to. 7 241005",36828,42164,M,,76115,,1
686,Erofei Elizarovich Galkin,"p. Lazarevskoye, bul. Levanevskogo d. 8, 852 551",8 956 205 7443,aleksandr_2005@yandex.ru,"k. Sensation, pr. East, d. 36 p. 9/4, 839,604",37335,41632,M,160205,79372,1,
687,Euphrosinia Antonovna Strelkova,"Mr. Kezhma blvd. Space, e. To 3/7. 53 341 060",+7 (717) 125-8760,afanasevfedor@gmail.com,"Art. Kurilsk, ALL. Krasnoflotskaya, d. 2 pp. 9, 811 850",37266,42446,F,,84523,,
688,Kopylova Anna Ilinichna,"Zhukovsky, bul. 50 Years of Victory, d. 4/5 in. 574 000 779",+7 (840) 651-08-51,elizarkabanov@mail.ru,"Art. Kansk, ALL. Leningrad, d. To 4/5. 8, 855 358",27032,42606,F,270931,101452,1,1
689,Taisia ​​Galkina Matveevna,"d. Votkinsk, trans. Vakhitov, d. 7 to. 52, 542 518",8 301 680 8735,ljudmila_06@rambler.ru,"Art. Dvina emb. Fizkulturnaya, d. 34, 768 694",25936,40976,F,108730,77745,1,
690,Nazar Fokich Fokin,"COFO Turuhansk Str. Geologists, d. 21, 725 770",+7 (626) 576-4060,agap1987@rambler.ru,"from. Novorossiyka, w. Krasnodar, d. 64 to. 171, 769 117",30464,42187,M,170328,87412,1,1
691,Comrade. Shashkoff Laurus Vikentievich,"n. Teriberka pr. Turgeneva, d. 22, 394020",8 634 911 3790,doroninapelageja@hotmail.com,"d. Vyborg, w. Proletarskoye, d. 59 p. 5, 249311",24358,41924,M,179507,79527,1,
692,Socks Ipatii Marsovich,"COFO Aginskoye (Zabayk.), Str. Baikalskaya d. 1 368 382",+7 210 962 5445,mili2001@hotmail.com,"Kyshtym, trans. Ermak, d. 286 to. 9/8 263736",31829,41290,M,244731,82039,1,
693,Medvedev Agafon Bogdanovich,"Kirovsk (Moorman.) ALL. Aviation, d. 4/8, 962 798",8 385 237 38 07,kazimir54@yandex.ru,"n. Novocherkassk, ul. Blucher, d. 9 pp. 4, 549,154",29874,42398,M,,77192,,1
694,Ruslan Trofimovich Sox,"e. Schmidt Cape, ALL. Cossack, d. To 3/9. 6, 296,284",8 (511) 197-1171,david28@yandex.ru,"COFO Ust-Ilim Str. University, d. 34, 767 588",29299,42421,M,,65538,,
695,Sviatopolk Artemovich Lazarev,"Art. Moscow, MSU, bul. Goncharov, d. 31, 219422",+74928213730,abramovavera@hotmail.com,"a. Pinyega Str. People, d. 2 877 287",35344,42022,M,,92374,,
696,Anatoly Isayev Averyanovich,"Art. Achinsk, pr. Karalenka, d. 8/7, 551019",+7 (143) 657-9791,efrem_1986@gmail.com,"n. Skovorodino lane. Martha 8, d. 786 to. 615, 256562",23433,41087,M,,74014,,1
697,Shilov Jan Bronislavovich,"Art. Krimsk, ave. M.Gorky d. 7/1 127025",8 120 526 9353,adrian_21@mail.ru,"from. Morshansk, nab. North, d. 8/7, 282 959",23833,43129,M,,106944,,
698,Kovalev Spartak Fedoseevich,"COFO Orsk, ALL. Minin, d. 2/4 in. 3 678 612",8 (165) 597-61-15,jaropolk_73@hotmail.com,"d. Berezniki, trans. Zaporozhskiy, d. 693 p. 4, 117,048",24933,41369,M,,76049,,
699,Kirillov Zinaida Leonidovna,"a. Yegoryevsk, ALL. Dance, d. 9/5 in. 63 969 825",+7 (796) 722-57-44,ivan75@rambler.ru,"COFO Alagir, trans. Lakeside, d. 7/9, 303 919",28848,41794,F,,69745,,1
700,Aksenov Pelagia Vadimovna,"Tosno, trans. Commune, d. 4, 707,932",8 (490) 002-29-89,zrogov@yandex.ru,"Alagir, ALL. Blind, d. 1 k. 6, 804,356",36495,43518,F,,93093,,1
701,Valentin Zhuravlev Valerianovich,"a. Chernyahovsk, nab. Morozova, d. 212, 156408",8 (829) 095-0619,ljubov_1997@yahoo.com,"Art. Amderma, nab. Karl Marx, d. 685, 502 893",33876,42038,M,147568,77252,1,
702,Stanislav Karpov Eliseevich,"from. Listvianka (Irkut.), Bd. Gorny, d. 9 k. 8/5 396096",8 092 847 91 92,lev_1988@yandex.ru,"COFO Ryazan lane. Transverse, d. 364 pp. 796, 904 020",29818,43567,M,,74777,,1
703,Antonov Zephaniah Eremeevich,"a. Chekhov, ALL. Novgorod, d. 837 to. 93, 441944",8 992 747 59 22,galaktion_1978@yandex.ru,"from. Usolye Siberian, w. School, d. 4 to. 454, 400 350",27948,42029,M,,44879,,1
704,Julia Svyatoslavovna Turov,"Art. Baltiysk, ul. Black Sea, d. 2 pp. 5/9 763657",8 (490) 220-59-38,usharapov@yandex.ru,"d. Usinsk, st. Rainbow, d. 4, pp. 363, 756 392",36577,43499,F,,90445,,
705,Panova Larisa Albertovna,"Art. Olenek blvd. Azovskiy, d. 4 pp. 45, 631 803",+7 (276) 515-7714,irakli_2009@hotmail.com,"COFO Suzdal, w. Schmidt, d. 2/9 p. 1, 722,555",28845,42394,F,,56482,,
706,Ms Dmitrieva Barbara Nilovna,"COFO Gudermes, bul. Linear, d. 4, p. 5, 583,002",+7 (689) 526-6603,bojangordeev@mail.ru,"a. Saransk, trans. Grandma, d. 513 to. 429, 563 511",31784,41274,F,289609,106849,1,
707,Maslova Irina Afanasyevna,"Art. Baksan, w. Fadeyeva, d. 72 to. 31, 143 175",+75774017171,darja_47@yahoo.com,"d. Surgut (Hunt.), str. Glinka, d. 33 to. 48, 259133",23449,41458,F,181309,77602,1,
708,Love Rudolfovna Fedoseyev,d. Shatki Str. Metallistov d. To 654. 2 801 135,8 876 451 89 56,bermakov@mail.ru,"n. Chrysostom, w. Autumn, d. 44, 383 488",26198,42564,F,,110591,,
709,The professor Eduard Kuznetsov,"Mr. Susuman, nab. Russia, d. 521, 473 219",8 543 406 8352,anisim_1970@yandex.ru,"from. Cheboksary, ul. Mayakovsky, d. 6/8, 288 230",26952,41142,M,116122,110219,1,1
710,Irina Blokhin,"Art. Ust-Orda, bul. Volzhsky, d. To 4/5. 4, 519,818",+7 (823) 056-41-86,rodionovaraisa@hotmail.com,"Art. Bologoye, nab. Gastello, d. 37 p. 8/5, 793,243",31110,41581,F,236619,69432,1,
711,Fishermen Love Tarasovich,"COFO Upper Tagil, ALL. Long-distance, d. 7/2, 862 335",8 (664) 107-32-44,ignatovpolikarp@hotmail.com,"n. Elbrus, nab. Ostrovsky, d. 7/7, 626 710",34300,41927,M,170041,105375,1,
712,Yemelyan Demidovich Sharapov,"COFO Belogorsk (Amur.), Str. Karalenka, d. 97 k. 7/2 745931",8 479 731 48 31,fomichevaoktjabrina@yandex.ru,"from. Hot Key, nab. Paris Commune, d. 832 pp. 963, 308 438",28126,43652,M,,87387,,
713,Arkhip Eliseevich Zhuravlev,"from. Suzdal, pr. Tukaya, d. 4 to. 49, 349 224",+7 (216) 897-7051,uvarovaagafja@gmail.com,"from. Chelyabinsk, pr. 30 Years of Victory, d. 452 to. 850 485 369",37187,43178,M,,82306,,1
714,Vorontsov Demid Ilyasovich,"d. Achkhoy-Martan, w. Vodnikov, d. 9, 130955",8 (873) 919-00-84,sidorovaalevtina@yahoo.com,"of Barguzin lane. Ash, d. 9/8, 070 501",29667,41881,M,229472,99892,1,
715,Gennady I. Loginov,"a. Naberezhnye Chelny, w. Marx, d. 744, 065 326",+7 (841) 892-4950,valentin_66@mail.ru,"COFO Ishim embankment. Michurina d. 97 p. 45, 539353",30421,43431,M,,76856,,
716,Mr Volkov Gleb Guryevich,"Art. Ivdel, w. Emb. 98 to. 86, 077 940",+72918871843,hvorontsova@yahoo.com,"d. Axhtubinsk w. Tereshkovoy, d. 2 to. 306, 135913",23336,41630,M,229820,88720,1,1
717,Gordeyev Sebastian Zhanovich,"n. Severo-Kurilsk, ALL. Tomsk, d. 3/6, 349230",8 757 250 77 89,maksimovaalla@yandex.ru,"from. Lyantor, w. Vegetable garden, d. 879, 469 837",29163,42737,M,263423,75217,1,
718,Lubomir Aaranovitch Sobolev,"COFO Arkhangelsk, Embankment. Commune, d. 920 p. 1/3 463548",+7 179 441 4778,zinovi_82@yandex.ru,"Art. Soviet Street. Leo Tolstoy, d. 28, p. 2/5, 014 863",32702,43058,M,,74159,,1
719,Molchanov Fedot Teimurazovich,"Asha, bul. Makarov, d. 2 pp. 8/2 747172",+7 783 896 0963,solovevaolimpiada@rambler.ru,"n. Rubtsovsk Str. February, d. 6, 689,951",31121,42991,M,,96736,,
720,Oia D. Voronov,"from. Naberezhnye Chelny, bul. Stakhanovsky, d. 92 p. 3, 793,367",8 676 897 98 06,vera80@yahoo.com,"a. Timashevsk, st. Priozernaya, d. 8 pp. 39, 091 852",32080,42099,F,,105820,,1
721,Akim I. Guriev,"d. Ruza, ul. Kolhoznaya, d. 2, 153680",+7 (902) 772-4317,boleslav02@rambler.ru,"a. Mostovskoi Str. Rainbow, d. 2/2 p. 11 836 354",32626,43679,M,,66801,,
722,Miroslav Fedoseevich Kudryashov,"a. Syzran, ALL. Gaidar, d. 52 to. 46, 981 303",8 846 133 01 26,porfiri1979@yahoo.com,"g. Ivanovo, bul. Rucheyny, d. 7/4, pp. 916, 067 774",35621,42094,M,,62586,,
723,Blokhin Dobromyslov Zakharievich,"Saransk, trans. Alder, d. 7, pp. 41, 875 562",+7 (126) 250-4991,mironovkuzma@mail.ru,"n. Voskresensk, trans. Volzhsky, d. 434, 250957",29162,43676,M,,76324,,
724,Andronicus Artemovich Arkhipov,"Verkhnyaya Penzhino, nab. Halturina, d. 4/9, 365 158",+7 522 099 89 91,efremovguri@rambler.ru,"a. Minusinsk, nab. Maple, d. 822 to. 52, 333 638",28708,42754,M,176030,84235,1,
